/db1/myserver/mariadb/mariadb_files/bin/mariadbd, Version: 10.11.14-MariaDB-log (MariaDB Server). started with:
Tcp port: 3306  Unix socket: /db1/myserver/mariadb/run/mysql.sock
Time		    Id Command	Argument
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `column_stats`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='column_stats' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `db_name`, `table_name`, `column_name`, `min_value`, `max_value`, `nulls_ratio`, `avg_length`, `avg_frequency`, `hist_size`, `hist_type`, `histogram` FROM `column_stats`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'column_stats'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'columns_priv'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `columns_priv`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='columns_priv' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `Db`, `User`, `Table_name`, `Column_name`, `Timestamp`, `Column_priv` FROM `columns_priv`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'columns_priv'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'db'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `db`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='db' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `Db`, `User`, `Select_priv`, `Insert_priv`, `Update_priv`, `Delete_priv`, `Create_priv`, `Drop_priv`, `Grant_priv`, `References_priv`, `Index_priv`, `Alter_priv`, `Create_tmp_table_priv`, `Lock_tables_priv`, `Create_view_priv`, `Show_view_priv`, `Create_routine_priv`, `Alter_routine_priv`, `Execute_priv`, `Event_priv`, `Trigger_priv`, `Delete_history_priv` FROM `db`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'db'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'event'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `event`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='event' order by ordinal_position
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'event'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'func'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `func`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='func' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `name`, `ret`, `dl`, `type` FROM `func`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'func'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'global_priv'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `global_priv`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='global_priv' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `User`, `Priv` FROM `global_priv`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'global_priv'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'gtid_slave_pos'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `gtid_slave_pos`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='gtid_slave_pos' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `domain_id`, `sub_id`, `server_id`, `seq_no` FROM `gtid_slave_pos`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'gtid_slave_pos'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'help_category'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `help_category`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='help_category' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `help_category_id`, `name`, `parent_category_id`, `url` FROM `help_category`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'help_category'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'help_keyword'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `help_keyword`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='help_keyword' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `help_keyword_id`, `name` FROM `help_keyword`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'help_keyword'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'help_relation'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `help_relation`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='help_relation' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `help_topic_id`, `help_keyword_id` FROM `help_relation`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'help_relation'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'help_topic'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `help_topic`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='help_topic' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `help_topic_id`, `name`, `help_category_id`, `description`, `example`, `url` FROM `help_topic`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'help_topic'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'index_stats'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `index_stats`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='index_stats' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `db_name`, `table_name`, `index_name`, `prefix_arity`, `avg_frequency` FROM `index_stats`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'index_stats'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'innodb_index_stats'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `innodb_index_stats`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='innodb_index_stats' order by ordinal_position
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'innodb_index_stats'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'innodb_table_stats'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `innodb_table_stats`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='innodb_table_stats' order by ordinal_position
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'innodb_table_stats'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'plugin'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `plugin`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='plugin' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `name`, `dl` FROM `plugin`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'plugin'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'proc'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `proc`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='proc' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `db`, `name`, `type`, `specific_name`, `language`, `sql_data_access`, `is_deterministic`, `security_type`, `param_list`, `returns`, `body`, `definer`, `created`, `modified`, `sql_mode`, `comment`, `character_set_client`, `collation_connection`, `db_collation`, `body_utf8`, `aggregate` FROM `proc`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'proc'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'procs_priv'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `procs_priv`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='procs_priv' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `Db`, `User`, `Routine_name`, `Routine_type`, `Grantor`, `Proc_priv`, `Timestamp` FROM `procs_priv`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'procs_priv'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'proxies_priv'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `proxies_priv`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='proxies_priv' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `User`, `Proxied_host`, `Proxied_user`, `With_grant`, `Grantor`, `Timestamp` FROM `proxies_priv`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'proxies_priv'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'roles_mapping'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `roles_mapping`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='roles_mapping' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `User`, `Role`, `Admin_option` FROM `roles_mapping`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'roles_mapping'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'servers'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `servers`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='servers' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Server_name`, `Host`, `Db`, `Username`, `Password`, `Port`, `Socket`, `Wrapper`, `Owner` FROM `servers`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'servers'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'table_stats'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `table_stats`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='table_stats' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `db_name`, `table_name`, `cardinality` FROM `table_stats`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'table_stats'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'tables_priv'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `tables_priv`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='tables_priv' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Host`, `Db`, `User`, `Table_name`, `Grantor`, `Timestamp`, `Table_priv`, `Column_priv` FROM `tables_priv`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'tables_priv'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'time_zone'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `time_zone`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='time_zone' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Time_zone_id`, `Use_leap_seconds` FROM `time_zone`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'time_zone'
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'time_zone_leap_second'
		     4 Query	SET SQL_QUOTE_SHOW_CREATE=1
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Query	show create table `time_zone_leap_second`
		     4 Query	SET SESSION character_set_results = 'utf8mb4'
		     4 Query	select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='time_zone_leap_second' order by ordinal_position
		     4 Query	SELECT /*!40001 SQL_NO_CACHE */ `Transition_time`, `Correction` FROM `time_zone_leap_second`
		     4 Query	SET SESSION character_set_results = 'binary'
		     4 Init DB	mysql
		     4 Query	select @@collation_database
		     4 Query	SELECT TRIGGER_NAME FROM INFORMATION_SCHEMA.TRIGGERS WHERE EVENT_OBJECT_SCHEMA = DATABASE() AND EVENT_OBJECT_TABLE = 'time_zone_leap_second'
